Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer provided,min_salary,max_salary,avg_salary,company_txt,job_state,job&hq_same_state,company_age,python,matlab,cpp,sql,java,dsp,power,ML,entry_lvl,senior_lvl
Sr BI/Analytics Systems Engineer/Administrator,$96K-$113K (Glassdoor est.),"Sr BI/Analytics Systems Engineer/Administrator
Help bring Information Management operations into the future!
Set the bar high for Stability and Reliability!
Help raise our system availability to heights that Delight!
Contribute to the design of a state-of-the art monitoring and alerting system!
Make End User Experience an expected pleasure!
If this excites you and you have a growth mindset - we are looking for you!!

Liberty Mutual Personal Markets has an immediate need for a Sr. Systems Engineer/Administrator in our Information Management Well Managed Engineering Group. If you have a solid systems administration, engineering, cloud technology, and UNIX background, you will contribute to the stability and reliability of multiple BI/Analytic technologies. You will use your excellent problem-solving and organizational skills to assist in making our future state architecture and cloud aspirations a reality and will work with a highly motivated and engaged squad using agile methodology. This is an outstanding opportunity to assist in fueling the growth of our Liberty Mutual Personal Markets organization by administering technologies that power Business Intelligence and Analytics using our Enterprise Data Warehouse.
What does this role entail?
Collaboration on work epics as one team with IT, GRM Data Office, and Business partners
Provide systems administration, engineering, operational support and problem resolution for large systems covering multiple technologies such as data warehousing, BI analytics, and cloud technology tools.
Contribute and implement ideas and processes to enhance system and platform stability and reliability.
Contribute to future state architecture and cloud initiatives.
Provide technical leadership for the multiple environments including:
Troubleshoot hardware and software problems, take appropriate corrective action, interact with IT staff and vendors in performing complex testing, support and troubleshooting functions. Communicate and document findings.
Support production and non-production environments
Develop performance, SLA, and service quality reporting
Monitor system performance and capacity; report changes in usage.
Forecast system demand, recommend upgrades, expansion and reconfiguration
Participate in hardware/software installation, upgrades, maintenance and support and documentation of hardware/software logs and operating procedures.
Document standards and operating procedures for a large systems and act as a technical resource to IT staff and systems users.
Analyze complex technical problems and design and implement effective solutions.
Proactively provide technical and process-oriented suggestions for improvements and enhancements.
Minimum Qualifications:

Bachelor's Degree or related experience in Computer Science or related area of study
Experienced in Agile engineering methodology and cloud technology
BI/Analytic skills preferred in at least one toolset (e.g. Microstrategy, SAS, Power BI, etc.)
3+ years of experience as a systems administrator/application administrator required
5+ years of overall IT experience required
Experience in large volume data warehouse and/or data lake environments
Strong oral and written communication skills
Solid time management and organizational skills, and detail-oriented
Must work well independently and in a collaborative team environment.
Strong, positive, proactive team player
Preferred Qualifications:
AWS / Azure cloud administrative/engineering experience
End user experience testing skills
Strong SQL coding skills
Python coding skills
Working knowledge of Docker and/or Packer
UNIX/KSH/Shell scripting skills
Splunk - experience developing and understanding dashboards
Benefits:

We value your hard work, integrity and commitment to positive change. In return for your service, it's our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits
Overview:
At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed.

We're dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual.",3.3,"Liberty Mutual Insurance
3.3","Dover, NH","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,96.0,113.0,104.5,"Liberty Mutual Insurance
", NH,0,108,1,0,0,1,0,0,1,0,0,1
Senior Design Engineer- Nacelles Integration,$91K-$118K (Glassdoor est.),"Apply

Description

Middle River Aerostructure Systems is a world-leading manufacturer of thrust reverses (the braking system on a jet engine), engine nacelle components and specialized aerostructures. It supplies and supports these products for engine makers, airplane manufacturers and aircraft operators. Located on Maryland’s Chesapeake Bay near Baltimore, MRAS has a 1.7-million sq. ft. facility situated on 180 acres – where the company and its predecessors have designed, built and equipped civil and military aircraft for nearly 90 years. In 2019, MRAS was acquired by VT Systems, the U.S. affiliate of Singapore-based ST Engineering – becoming a part of its global network of aerospace facilities and offices. With the ownership change, the company was renamed Middle River Aerostructure Systems.

Senior Design Engineer Summary:

In this role, you will lead the establishment of expertise in designing and integrating Nacelle systems, particularly Engine Build Up (EBU). The EBU links the engine to the airframe via hydraulic, pneumatic, fuel, electrical, fire detection, and anti-ice valve systems.

Senior Design Engineer Essential Responsibilities

• Provide leadership and technical direction to ensure that EBU systems and components meet technical and program requirements in accordance with business standards, practices, and procedures.

• Serve as the subject matter expert for the design and analysis for all system components, including ducts, tubes, brackets, valves, harnesses, etc.

• Define and develop product processes related to design, analysis, test, materials, manufacture, quality and/or productivity.

• Lead technical team in performing Root Cause and Corrective Action investigations on events occurring in fleet of fielded hardware.

• Effectively communicate with the engineering program manager to:

o Identify need for technical and program reviews within the organization.

o Formulate and implement plans to achieve technical and program requirements.

o Develop action plans to anticipate and respond to problems.

• Participate in technical reviews and provide counsel to team on design practices and standards.

• Review and approve engineering change packages, including part definition and change substantiation.

• Provide technical inputs to cost out projects and associated reviews.

Requirements

Senior Design Engineer Qualifications/Requirements:

Bachelor of Science in Engineering from an accredited university or college with 10+ years experience in an engineering position related to the design of hydraulic, pneumatic, fuel, electrical, fire detection systems, and/or valve systems.

Senior Design Engineer Desired Characteristics:

• Strong oral and written communication skills

• Strong interpersonal and leadership skills

• Ability to influence others and lead small teams

• Lead initiatives of moderate scope and impact

• Ability to coordinate several projects simultaneously

• Effective problem identification and solution skills

• Proven analytical and organizational ability

MRAS is an equal opportunity employer and service provider and does not discriminate on the basis of race, age, religion, gender, gender identity, national origin, citizenship status, sexual orientation, disability, political affiliation or belief, or any other protected class. We are committed to the principles of Equal Opportunity Employment and are dedicated to making employment decisions based on merit and value, for ourselves, our client companies, and for the candidates we represent.

PM19",3.2,"Mras
3.2","Baltimore, MD","Middle River, MD",501 to 1000 employees,1929,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,0,0,91.0,118.0,104.5,"Mras
", MD,0,91,0,0,0,0,0,0,0,0,0,1
IMS Modem System Test Engineer (Engineer to Senior Engineer),$108K-$114K (Glassdoor est.),"Job Id
E1974513
Job Title IMS Modem System Test Engineer (Engineer to Senior Engineer)

Post Date 01/28/2020

Company
Qualcomm Technologies, Inc.

Job Area Engineering - Test

Location California - San Diego

Job Overview As a member of QCT's Modem Test group, candidate will be responsible for verifying Modem software's protocols/features, performance and stability metrics in one of the following areas: VoIP, Video Telephony, WiFi Calling over IMS, Ut interface, SMS, E-911 calling and other IMS features over various air interfaces including LTE and 5G new radio (NR) in configuration including non-standalone (NSA) and standalone (SA).

Job responsibilities include system level feature testing, scoping out feature design documents and specs and coming up with best strategies and test plans; executing test strategies and test plans, developing and automation of test scripts, log analysis, troubleshooting/analyzing problems, optimizing system performance and improving the stability of the product.

Candidate will conduct engineering tests and detailed in depth analysis of failures and experimental testing to improving the quality of QC's ASIC products.

Candidate will be working with a multi-discipline team (Software Development, System Design, Customer Support, ASIC Design, etc.) to integrate, test and commercialize QCT products.
All Qualcomm employees are expected to actively support diversity on their teams, and in the Company.
Minimum Qualifications Bachelor's degree in Engineering, Information Systems, Computer Science, or related field. "" id=""hdnMinimumQualifications"">
Bachelor's degree in Engineering, Information Systems, Computer Science, or related field.
Preferred Qualifications Understanding of any of the air interface specifications: 5GNR, LTE, UMTS or 3GPP
Understanding of wire line and wireless data protocol stacks such as: RLP, PPP, IP, TCP, UDP, ROHC, IPV6, and MIPV6.
Exposure to programming in C, C++,Perl, Python and shell scripting.
Exposure to commercial test simulators and test systems such as: Keysight, R&S, Spirent and Anritsu for wireless telephony product verification.
Handset test experience with UMTS/LTE/5GNR operators or with commercial handset OEMs.
Experience and knowledge of field test requirements for performance and/or Product Technical Acceptance with Wireless Carriers
Communication skills, effective team player, able to work independently."" id=""hdnPreferredQualifications"">Understanding of digital communications systems, RF propagation, CDMA, OFDM, telecommunications concepts
Understanding of any of the air interface specifications: 5GNR, LTE, UMTS or 3GPP
Understanding of wire line and wireless data protocol stacks such as: RLP, PPP, IP, TCP, UDP, ROHC, IPV6, and MIPV6.
Exposure to programming in C, C++,Perl, Python and shell scripting.
Exposure to commercial test simulators and test systems such as: Keysight, R&S, Spirent and Anritsu for wireless telephony product verification.
Handset test experience with UMTS/LTE/5GNR operators or with commercial handset OEMs.
Experience and knowledge of field test requirements for performance and/or Product Technical Acceptance with Wireless Carriers
Communication skills, effective team player, able to work independently.

Education Requirements Preferred: Master's, Computer Engineering and/or Computer Science and/or Electrical Engineering
"" id=""hdnEducationalRequirements"">Required: Bachelor's degree in Engineering, Information Systems, Computer Science, or related field
Preferred: Master's, Computer Engineering and/or Computer Science and/or Electrical Engineering",3.9,"Qualcomm
3.9","San Diego, CA","San Diego, CA",10000+ employees,1985,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Intel Corporation, MediaTek, Broadcom",0,0,108.0,114.0,111.0,"Qualcomm
", CA,1,35,1,0,1,0,0,0,0,0,0,1
Systems Engineer - Mid Level TO1 #128 (TS/SCI),$85K-$102K (Glassdoor est.),"Systems Engineer (Mid-Level)

Overall Assignment Description:

Mid-level Systems Engineers employ a multi-discipline approach to requirements engineering, solutions engineering, scheduling, reliability, resiliency, services development, integration, test and evaluation, maintainability and analysis across the National System of Geospatial-intelligence (NSG), Allied System of Geospatial-intelligence (ASG) and Federal Agencies to ensure timely and accurate GEOINT.

Duties include:
Conducts requirements engineering, solutions engineering, scheduling, reliability, resiliency, services development, integration, test and evaluation, maintainability and analysis across the National System of Geospatial-intelligence (NSG), Allied System of Geospatial-intelligence (ASG) and Federal Agencies.
Conducts planning, analysis/traceability of user requirements, architectures traceability, procedures, and problems to automate or improve existing systems and review cloud service capabilities, workflow, and scheduling limitations.
Develops solutions designs based on analysis of requirements and new technology and mentor Junior Engineers in developing these skill sets.
Assists the Government in the capture and translation of mission and customer requirements/needs into systems/capability requirements and solutions.
Supports the analyses and allocation of requirements to systems architecture components and executing programs.
Assists the Government in performing systems integration activities.
Assists with Analysis of Alternatives (AoAs), Course of Actions (CoAs), Trade Studies, and Engineering Assessments.
Assists the Government in strategic technical planning, project management, performance engineering, risk management and interface design.
Required Skills:

Skills and Experience:

MUST POSSESS CURRENT TS/SCI CLEARANCE TO APPLY FOR THIS POSITION.

Required:
Bachelor’s degree in Systems Engineering or in related technical or scientific fields such as engineering, physics, mathematics, operations research, engineering management, Computer Science, Information Technology, Management Information Systems, or related STEM degree program.
Mid-level working experience in government or industry in relevant work areas including: DoD/IC Acquisition Process, Requirements Process, PPBES Process or system engineering of large complex System of Systems or Service Oriented Architecture/Cloud environments.
6+ to 12 years working system engineering experience in government or industry.
Desired:
Working knowledge of Model Based Systems Engineering, processes, tools and languages.
Working knowledge of Software Development Frameworks.
INCOSE Associate System Engineering Professional (ASEP) certification.
Documented work experience in the field of geospatial intelligence.
Membership or active participation in any of the following professional organizations:
ACSM
ASCE
ASPRS
OGC
SAREM
USGIF
Working knowledge of photogrammetry, remote sensing, image science, information sciences, geographic information systems, geomatics, or related fields.
Demonstrated knowledge of the current NSG/ASG and NRO enterprises.",3.6,"Shine Systems
3.6","Chantilly, VA","Charlottesville, VA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,0,85.0,102.0,93.5,"Shine Systems
", VA,0,12,0,0,0,0,0,0,0,0,0,0
Electrical Engineer,$66K-$87K (Glassdoor est.),"Job Capsule

Performs engineering design review and analysis assignments normally involving a major project or several smaller less complex projects. These projects by nature of their complexity and difficulty require the fully competent application of conventional knowledge in a particular field of engineering or science. Through broader and more technically challenging work assignments, incumbent will develop a thorough understanding of policies, methods and procedures.

Job Duties/Roles
Under the supervision of an experienced engineer or engineering manager, performs detailed engineering review of plans as assigned for compliance with applicable Rules, Regulations and contract commitments.
Performs work which involves conventional engineering practices but may include moderately complex problems such as the resolution of conflicting design requirements, material standards or coordination of activities among other disciplines.
Drafts technically accurate and timely reports, and responses to client letters, faxes and other forms of communication for review by an experienced engineer or engineering manager.
Prepares accurate and timely weekly reports and billing on all work performed.
Communicates the status of the current workload to all appropriate members of the team to insure the needs of the clients will be met.
May propose technical advice to field operations and other technical offices.
May propose new approaches to problems encountered and make recommendations for changes in methods, procedures or designs.
May work directly with clients to identify and resolve problems in the area of technical expertise.
Works as a team member within the group. May work autonomously, once trained, with minimal supervision.
Implements and maintains ABS Quality System requirements relative to responsibilities after undergoing ABS Quality System training.

Knowledge, Skills and Abilities Required (KSAR)
Knowledge of related technical disciplines required.
The ability to identify, analyze and propose solutions to problems (i.e., the competence to demonstrate complex problem solving skills).
Good command of the English language.
Ability to communicate orally and in writing.
Ability to work well with others.
Familiarity with the ABS Health, Safety, Quality & Environmental Management Systems (internal candidates only).

Minimum years of Experience
Three (3) years or more of Electrical engineering experience in a shipyard, design/consulting office, shipping/oil company, or a classification society

Required/Preferred Education Requirements
B.S. degree in Electrical Engineering; an M.S. may be preferred.

Disclaimer Clause
This job description is not intended, and should not be construed, to be an all-inclusive list of responsibilities, skills, efforts or working conditions associated with the job of the incumbent. It is intended to be an accurate reflection of the principal job elements essential for making a fair decision regarding the pay structure of the job.

Working Conditions
Work will normally be performed in an air-conditioned office environment. Occasionally may be required to visit manufacturing plants, remote field sites or go aboard marine vessels or structures. Wearing of Personal Protective Equipment (PPE), in accordance with SWZ−030‒99-P07, is required in such occasions. If the work will be performed in confined spaces, the relevant requirements of the confined space entry in ABS Safety Manual shall be complied with. Work will be of a non-manual nature, but the incumbent must be able to walk and climb among equipment and structures",3.5,"American Bureau of Shipping
3.5","Houston, TX","Spring, TX",1001 to 5000 employees,1862,Other Organization,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),"Lloyd's Register, Classnk, DNV GL",0,0,66.0,87.0,76.5,"American Bureau of Shipping
", TX,0,158,0,0,0,0,0,0,0,0,1,1
Electrical Field Engineer,$48K-$102K (Glassdoor est.),"Electrical Field Engineer

Requisition ID: 229454

Job Summary:

Bechtel is among the most respected engineering, project management, and construction companies in the world. Bechtel operates through four global business units that specialize in infrastructure; mining and metals; nuclear, security and environmental; and oil, gas, and chemicals. Today, our colleague's team with customers, partners, and suppliers on diverse projects in nearly 40 countries.

Job Responsibilities:
Coordinate with engineering on constructability and design issues relating to the electrical discipline such as installation and testing of electrical systems, lighting systems, high voltage equipment and grounding, and DCS systems.
Establish an electrical design/field engineering working relationship and lines of communication with the Engineer of Record, including the agreement on electrical engineering deliverables and overall construction application configuration management.
Responsible for quantity take-off, control, tracking, reporting and forecasting for electrical discipline.
Evaluates selects, and applies standard engineering methods, techniques, procedures and criteria, using independent judgment with limited oversight.
Performs electrical engineering design, including the development of single line diagrams, panel schedules, schematics, connection diagrams, load lists, etc.
Leads multi-disciplinary design teams on projects of moderate complexity.
Develops material requisitions and specifications for non-standard equipment and bills of material for off-the-shelf equipment and components.
Properly interprets and applies codes & standards and customer design requirements, for the preparation of electrical design documents, specifications, material requisitions and system descriptions related to design tasks.
Conducts document and design checking as required.
Demonstrates leadership qualities with emphasis on continuous improvement and team building, and interpersonal communication skills.
Provide guidance on engineering methods, techniques, procedures and criteria to expand the skillsets of peers
Participates in and fosters a work environment that is based upon openness, trust, communication, teamwork, empowerment, innovation, and satisfaction.
Day to day responsibilities may include supporting operations, maintenance, operations support, acquisitions, safety, and/or quality
Perform other duties as required by Bechtel management.
Minimum Qualifications:
Master's degree in a relevant technical discipline from an accredited university as well as a minimum of 10 years of relevant work experience.
Must be physically fit and able to work safely at a construction site.
Must be able to work a flexible schedule and/or additional working hours during Key Project initiative time periods.
Must have a strong understanding of engineering discipline drawings and system calculations such as short circuit and load-flow.
Ability to size equipment and perform cable sizing calculations.
Experience with Microsoft Office programs, VISIO, and other common computer programs
Extensive knowledge of electrical systems, schematics, and electrical equipment layouts.
Excellent listening, oral and written communication, planning and organizational skills..
Shaping tomorrow together

Bechtel is one of the most respected global engineering, construction, and project management companies. Together with our customers, we deliver landmark projects that foster long-term progress and economic growth. Since 1898, we’ve completed more than 25,000 extraordinary projects across 160 countries on all seven continents. We operate through four global businesses: Infrastructure; Nuclear, Security & Environmental; Oil, Gas & Chemicals; and Mining & Metals. Our company and our culture are built on more than a century of leadership and a relentless adherence to our values, the core of which are safety, quality, ethics, and integrity. These values are what we believe, what we expect, what we deliver, and what we live.
www.bechtel.com

Bechtel is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.",3.8,"Bechtel
3.8","Wellsville, OH","San Francisco, CA",10000+ employees,1898,Company - Private,Architectural & Engineering Services,Business Services,$10+ billion (USD),-1,0,0,48.0,102.0,75.0,"Bechtel
", OH,0,122,0,0,0,0,0,0,1,0,0,0
Mechanical Engineer IV/ Sr. Project Engineer,$94K-$118K (Glassdoor est.),"We are currently seeking a Mechanical Engineer IV to the team here at our North American Headquarters in Carlsbad, CA. This engineer will work as a key member within an engineering team to develop and improve global products for the swimming pool industry.

WHY WORK FOR FLUIDRA?

We are a leader in the global pool industry. Our portfolio includes some of the most trusted brands; we offer our customers an expansive array of products across both the residential and commercial pool and wellness markets; and we have strong geographical footprint with operations in over 45 countries. With our recent merger with Zodiac, we now have over 5,500 employees and the combined resources to accelerate innovation in critical areas like energy-efficiency, robotics and the Internet of Things.

We are guided by clear values and come to work every day with a simple and direct mission in mind: To create the perfect pool and wellness experience. By staying focused on this mission, we will create value for all our stakeholders–customers, pool owners, investors and employees.

We own a portfolio of some of the industry’s most recognized and trusted brands, including Jandy®, AstralPool®, Polaris®, Cepex®, Zodiac®, CTX Professional® and Gre®.

WHAT YOU WILL CONTRIBUTE

The ideal candidate will be a mechanical engineer with product design experience in a fast-paced team environment. This engineering position will have responsibilities across a range of products including electro-mechanical, sheet metal and plastics applications. The primary responsibility will be new product launch into production for the US Market; including, but not limited to product transfers from Fluidra or Contract Manufacturing facilities, component development or redesign, product qualification, product engineering specifications definition and some sustaining engineering work for the new products. This engineer will work as a key member within the Value Improvement and Consumer Products engineering team to develop, to transfer and to improve global products for the swimming pool industry. Additionally, you will:
To be a key project and category leader in the development of new Consumer Products.
Work closely with the Marketing team to develop product and Engineering specifications.
Design products, parts, assemblies and systems using SolidWorks CAD software.
Analyze part designs using sound engineering principles, FEA software and the utilization of in-house prototyping methods.
Participate in and/or lead product development programs as the team’s engineer, meeting product, project goals and deadlines.
Manage projects from concept to production.
Act as a resource for colleagues with less experience.
Work with suppliers to ensure project goals are met and to resolve any engineering issues that arise.
Oversee activities of testing personnel and designers to meet project goals.
Develop and document test plans and Engineering Changes.
WHAT WE SEEK
8 or more years of mechanical engineering experience focusing on new product development, sustaining product engineering, product testing and product manufacturing; as well as manufacturing process and development of mechanical systems or products.
Highly proficient mechanical design skills using SolidWorks CAD software.
Experience designing electrical and electronic systems and products.
Knowledge of electric and electronic components, motors, hardware, housings, plastic parts design and fabrication, sheet metal forming, product assembly and testing
Ability to work effectively independently, as a team leader and as a team member.
Good verbal and written communication skills.
Exceptional problem-solving skills and ability to perform root cause analysis and to identify potential solutions.
Proven track record of accomplished projects with increasing responsibilities.
Willing and experienced in travelling domestically and overseas as needed.
Preferred:
Vast knowledge of and experience with various types of plastics, metals and their use in product designs.
Strong project management experience.
Strong processes and manufacturing experience.
Strong knowledge of plastics injection molding and tooling.
Strong experience in the design and use of electric and electronic systems.
Experience with PDM (product data management) systems.
Experience developing product specifications, DFMEAs and test plans.
Knowledge of safety compliance agency requirements (UL, ETL, CSA, etc).
EDUCATION

Bachelor’s Degree or higher in Mechanical / Electro-Mechanical Engineering

WHAT WE OFFER

An exciting opportunity to dive in and begin your career with a company that offers a competitive total rewards package that includes:

Alternate work week schedule (EVERY OTHER FRIDAY OFF!)

Full range of health benefits including medical, dental & vision, short & long-term disability

401(K) matching (100% of first 3% contributed, 50% of the next 2%)

Health and wellness programs / gym reimbursement

Educational assistance up to $7,000 per year

On-site self-service café / free gourmet coffee stations

Company sponsored FUN events!

On-site gym, ping-pong, foosball, outdoor bocce ball court, BBQ & firepit

Generous product discounts

In the pursuit of product excellence, Fluidra takes its corporate values to heart. We implement these guiding principles in everything we do: passion for success, honesty & trust, customer collaboration, team work, learn and adapt, excellence and Innovation.

For a deeper dive in to our corporate culture, click here.",4.4,"Fluidra North America
4.4","Carlsbad, CA","Carlsbad, CA",5001 to 10000 employees,1969,Company - Public,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),"Pentair, Hayward Industries",0,0,94.0,118.0,106.0,"Fluidra North America
", CA,1,51,0,0,0,0,0,0,0,0,0,1
Lead Custom Automation Electrical Controls Engineer,$75K-$99K (Glassdoor est.),"This employee-oriented, custom automation engineering design company is hiring a full time, permanent Lead Custom Automation Electrical Controls Engineer. The company does a lot of machine building from scratch but is also making standard products that are sold around the world. The engineering group consists of six engineers so an engineer can have a big impact. The company promotes from within.

The responsibilities of the successful Lead Custom Automation Electrical Controls Engineer should be as follows:
coordinating multiple engineers on controls projects
Programmable Logic Control system technical performance and profitability
Ensuring proper functioning of electric, pneumatic, hydraulic, and programming for each assigned project
Taking projects from concept through field commissioning
Interacting with PLC's, OIT's, robots, servos, vision systems, instrumentation and control devices
Successful candidates should have the following background:
Experience coordinating multiple engineers on controls projects
Strong PLC experience
Seven years of experience with custom automated equipment controls design
Robotics experience
Strong knowledge of designing, building, implementing, debugging and troubleshooting factory floor automation
Strong schematics creation experience for controls
AutoCAD experience
Strong design experience for Programmable Logic Controls
Strong electrical engineering experience including component specification, sizing, panel layout, servos, AC/DC drives, networks, etc...
Experience with commissioning
Preferred but not required backgrounds will include any of the following:
A solid mechanical aptitude
AutoCAD Electrical experience
EPlan experience
A Bachelors degree in Electrical Engineering or similar
Knowledge of pneumatics
Knowledge of hydraulics
Knowledge of welding systems
Knowledge of robotics
Allen-Bradley or Siemens PLC experience",5.0,"Careers Search
5.0","Brown Deer, WI","West Palm Beach, FL",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0,0,75.0,99.0,87.0,"Careers Search
", WI,0,-1,0,0,0,0,0,0,0,0,0,0
Senior Civil Engineer,$61K-$76K (Glassdoor est.),"We are currently seeking an experienced Senior Civil Engineer to join our growing firm. You must have a demonstrated ability as a technically minded problem-solver, with an interest in land development design, including site layout, grading and drainage, storm water management, utilities design, traffic impact studies and traffic design for a variety of projects in the office, retail, education, industrial and residential sectors. We are seeking highly motivated individuals who have a strong desire to learn and a team player attitude.
Responsibilities of a Senior Civil Engineer:
Design and draft conceptual and final site engineering drawings under the supervision of a Senior Engineer.
Prepare zoning and engineering calculations.
Prepare plans and specifications for bidding and construction.
Participate in project coordination with surveying, mechanical, electrical, plumbing, structural and architectural disciplines.
Prepare engineering studies and reports.
Conduct field visits as necessary.
Job Requirements oi a Senior Civil Engineer:
BSCE from an accredited 4 year college or university
Registered Professional Engineer (PE)
Experience with computer-aided software design such as AutoCAD.
Strong mathematics skills.
Excellent communication skills.
Ability to work independently as well as with a group.
Ability to maintain professional relationships with both our internal and external customers.
Benefits of a Senior Civil Engineer
Medical
Dental
Vision
401K
Family oriented
Exciting, friendly atmosphere
Job Type: Full-time
Experience:
relevant: 5 years (Preferred)
Education:
Bachelor's (Required)
License:
Professional Engineer (Required)
Work Location:
One location
Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan
Paid time off
Schedule:
Monday to Friday",3.3,"Bertin Engineering, Inc.
3.3","Worcester, MA","Glen Rock, NJ",1 to 50 employees,-1,Company - Private,Metal & Mineral Manufacturing,Manufacturing,$1 to $5 million (USD),-1,0,0,61.0,76.0,68.5,"Bertin Engineering, Inc.
", MA,0,-1,0,0,0,0,0,0,0,0,0,1
Pre-Sales Senior Systems Engineer- Federal,$119K-$147K (Glassdoor est.),"Transmit Security is an cross-channel identity and orchestration platform designed to simplify, accelerate, and reduce the cost of identity-related projects, such as authentication (password replacement), authorization, fraud prevention, and new account opening (identity verification).

Transmit is hiring a Systems Engineer superstar to grow our team. We are seeking an experienced Engineer who is responsible for presenting product offerings and architecture in the best light to prospects and customers, to evoke confidence in company's technology infrastructure, and to remove all technical objections in the sales cycle. To accomplish this, the Sales Engineer must have a strong desire to leverage their technical and/or sales skills, including the ability to solicit business requirements, develop a technical sales strategy, configure and effectively demonstrate the solutions that address these requirements and provide business value.

Your Role:

- Understand the customer's needs, and establish Transmit's product as the best solution that solves the customer's challenges

- Build and present customized demos of Transmits products

- Convey deep understanding of the customer's technology as it pertains to Transmit's solutions

- Participate in all appropriate product, sales, and procedural trainings and certifications to acquire and maintain the knowledge necessary to be effective in the position

- Attain quarterly and annual objectives assigned by management

- Respond effectively to RFPs

- Ability to travel based on territory alignment and region

Minimum Qualifications:

- B.S. Computer Science, Software Engineering, MIS or equivalent work experience

- Knowledge of related applications, relational database and web technology

- Solid oral, written, presentation, collaboration and interpersonal communication skills

- Ability to work as part of a team to solve technical problems in varied political environments

Preferred Qualifications:

- Previous experience as a solution/sales engineer for a security company or similar technology

- Basic programming experience in HTML and other web based technologies

Transmit are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers.",4.8,"Transmit Security
4.8","Washington, DC","Boston, MA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0,0,119.0,147.0,133.0,"Transmit Security
", DC,0,5,0,0,0,0,0,0,0,0,0,1
Senior Application Engineer - Industrial Automation,$96K-$115K (Glassdoor est.),"Do you want to shape the way engineers develop industrial automation systems through the use of modeling and simulation? We partner with MathWorks' renewable energy, oil & gas, and electric utility customers, to help them advance their ability to develop and analyze complex control and mechatronic systems.

In this pre-sales role, you will demonstrate your experiences to drive our Technical Computing and Model-Based Design products in the Industrial Automation and Energy sectors. You will spend most of your time working with electrical and mechanical engineers to learn their technical and business challenges and proposing solutions for developing advanced systems.

Travel can be encouraged up to about 30 40% generally throughout North America.
Engage with prospective customers to understand their workflow and use this knowledge to recommend effective solutions.
Advocate for the strategic direction of MathWorks products based on customer interactions.
Supply to continual improvement of customers methodologies, standard methodologies, tools and techniques for more effective product usage.
Maintain high customer happiness through proactive communication and ownership of issues.
Partner with Sales to establish and drive shared account goals/objectives aligned with the customers vision of success.
Identify new application areas and work with Marketing to build compelling messaging and demonstrations to attract new customers/prospects, by delivering this content at large and small events.
MS or Ph.D. in engineering, mathematics, computer science, or equivalent experience.
Background in power electronics and power systems engineering.
Experience developing and verifying physical models for the purpose of control design, component sizing, and system performance evaluation.
Experience in deploying physical models for real time execution using hardware in the loop (HIL) systems.
Outstanding verbal and written communication skills in both a group and individual settings.
Experience with MathWorks products preferred (MATLAB & Simulink) and other engineering tools such as PSCAD, PLECS, PSSE, SolidWorks, OpalRT.
Experience with industrial control systems, such as PLCs, and their programming IDEs, such as Studio 5000 or CoDeSys.
Experience with Predictive Maintenance applications and digital twins.
A bachelor's degree and 7 years of professional work experience (or a master's degree and 5 years of professional work experience, or a PhD degree) is required.",4.4,"MathWorks
4.4","Plano, TX","Natick, MA",1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,0,0,96.0,115.0,105.5,"MathWorks
", TX,0,36,0,1,0,0,0,0,1,0,0,1
